,YelpID,Name,Latitude,Longitude,Address,Rating,Reviews,name_lower,FacilityCategory,BusinessName,FullAddress,AddrNum,StreetName,StreetType,PostDir,City,ZipCode,YearOfInspection,InspectionScore,business_lower
292,U_P2c1nOyex1KMJbQwM3Dw,Skyway Wok,44.980272950929,-93.266150167962,"250 2nd Ave S, Minneapolis 55401",3.5,69,skyway wok,RESTAURANT,SKYWAY WOK,250 2ND AVE S #245B & C,250.0,2ND,AVE,S,Minneapolis,55401.0,2019,100,skyway wok
293,x7Kij5bIpFEYdABsSUdEHA,Zettas,44.95822,-93.27837,"2424 Nicollet Ave, Minneapolis 55404",5.0,16,zettas,RESTAURANT,ZETTAS,2424 NICOLLET AVE,2424.0,NICOLLET,AVE,,Minneapolis,55404.0,2019,96,zettas
294,ICQ-i82FtKQCMVLwFPW8Qg,Walkin' Dog,44.9765477377285,-93.2690227031708,"618 2nd Ave S, Minneapolis 55402",4.5,24,walkin' dog,RESTAURANT,WALKIN' DOG,618 2ND AVE S #119 NORTH,618.0,2ND,AVE,S,Minneapolis,55402.0,2018,100,walkin' dog
295,AMjgF60vPOxVOlVRKuMYOQ,Sea Salt Eatery,44.9160995287565,-93.2109407023374,"4825 Minnehaha Ave, Minneapolis 55467",4.0,665,sea salt eatery,RESTAURANT,SEA SALT EATERY,4801 MINNEHAHA AVE,4801.0,MINNEHAHA,AVE,,Minneapolis,55417.0,2019,94,sea salt eatery
296,wkxjkcH6Kv8rN5y7QNAq4w,Black Forest Inn,44.9553413391113,-93.2774353027344,"1 E 26th St, Minneapolis 55404",3.0,166,black forest inn,RESTAURANT,BLACK FOREST INN,1 26TH ST E,1.0,26TH,ST,E,Minneapolis,55404.0,2019,96,black forest inn
297,rInKEdhCggS4pytGWQzMSA,The Cajun House,44.97221,-93.22004,"2600 University Ave SE, Minneapolis 55414",3.5,76,the cajun house,RESTAURANT,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,2600.0,UNIVERSITY,AVE,SE,Minneapolis,55414.0,2019,92,the cajun house
298,ZDGgVQp3-JYKiG4b9H_isg,Truce,44.9447404,-93.2986539,"1428 W 32nd St, Minneapolis 55408",3.5,78,truce,RESTAURANT,TRUCE,1428 32ND ST W,1428.0,32ND,ST,W,Minneapolis,55408.0,2019,100,truce
299,jmIcai-9nu0ydB_xotYUQQ,Truce,44.984254,-93.268833,"120 1st Ave N, Minneapolis 55401",4.0,19,truce,RESTAURANT,TRUCE,1428 32ND ST W,1428.0,32ND,ST,W,Minneapolis,55408.0,2019,100,truce
300,_o_ESjHoJdKV47D2-DPYow,Leaning Tower of Pizza,44.9592961,-93.2882582,"2324 Lyndale Ave S, Minneapolis 55405",3.5,112,leaning tower of pizza,RESTAURANT,LEANING TOWER OF PIZZA,2324 LYNDALE AVE S,2324.0,LYNDALE,AVE,S,Minneapolis,55405.0,2019,100,leaning tower of pizza
301,A5kBva3sb0PmDctnI6RKQg,Vegan East,44.95871,-93.2876,"2409 Lyndale Ave S, Minneapolis 55405",4.5,23,vegan east,RESTAURANT,VEGAN EAST,2409 LYNDALE AVE S,2409.0,LYNDALE,AVE,S,Minneapolis,55405.0,2019,100,vegan east
302,0677hiaJsYK-off1ggQlFQ,Red's Savoy Pizza,44.9592749385068,-93.29375,"2329 Hennepin Ave S, Minneapolis 55405",3.5,114,red's savoy pizza,RESTAURANT,RED'S SAVOY PIZZA,2329 HENNEPIN AVE,2329.0,HENNEPIN,AVE,,Minneapolis,55405.0,2019,100,red's savoy pizza
303,pFd2NI41wwj7_gkiNlFyeQ,Red's Savoy Pizza,44.9885021180686,-93.257015,"18 University Ave NE, Minneapolis 55413",4.0,25,red's savoy pizza,RESTAURANT,RED'S SAVOY PIZZA,2329 HENNEPIN AVE,2329.0,HENNEPIN,AVE,,Minneapolis,55405.0,2019,100,red's savoy pizza
304,XmhWechVVZIyMP9tQQ0jzg,Hibachi Buffet,44.94767,-93.27604,"111 E Lake St, Minneapolis 55408",3.5,81,hibachi buffet,RESTAURANT,HIBACHI BUFFET,111 LAKE ST E,111.0,LAKE,ST,E,Minneapolis,55408.0,2019,100,hibachi buffet
305,FCk1UwNpI58G9lv8KAUm1g,Banana Blossom,45.0132904230466,-93.3016347976179,"1724 N Lowry Ave N, Minneapolis 55412",3.5,73,banana blossom,RESTAURANT,BANANA BLOSSOM,1724 LOWRY AVE N,1724.0,LOWRY,AVE,N,Minneapolis,55411.0,2019,92,banana blossom
306,pIuPGiJJmHzwQ-avbpsz3Q,Sol Taqueria,44.9037478,-93.277874,"5447 Nicollet Ave, Minneapolis 55419",4.5,29,sol taqueria,RESTAURANT,SOL TAQUERIA,5447 NICOLLET AVE,5447.0,NICOLLET,AVE,,Minneapolis,55419.0,2019,96,sol taqueria
307,wd3Dse3PfZt9wTshAgC_9g,Zoe's Cafe,44.94813,-93.29044,"821 W Lake St, Minneapolis 55408",4.5,20,zoe's cafe,RESTAURANT,ZOE'S CAFE,821 LAKE ST W,821.0,LAKE,ST,W,Minneapolis,55408.0,2019,100,zoe's cafe
308,HPqa3lG2cFtmaEVyaENaCw,Teppanyaki Grill & Supreme Buffet,44.94906195365,-93.240248140105,"2216 E Lake St, Minneapolis 55407",3.0,136,teppanyaki grill & supreme buffet,RESTAURANT,TEPPANYAKI GRILL & SUPREME BUFFET,2216 LAKE ST E,2216.0,LAKE,ST,E,Minneapolis,55407.0,2019,98,teppanyaki grill & supreme buffet
309,lJMhLawjrQexJuPGHEmPqA,Valentino Cafe,44.97367,-93.27188,"900 2nd Ave S, Minneapolis 55402",4.5,26,valentino cafe,RESTAURANT,VALENTINO CAFE,900 2ND AVE S,900.0,2ND,AVE,S,Minneapolis,55402.0,2019,96,valentino cafe
310,g9YUxhQN4bdxVEhWbEeqwg,El Burrito Cubano,45.041130065918,-93.2870864868164,"4729 Lyndale Ave N, Minneapolis 55430",4.0,59,el burrito cubano,RESTAURANT,EL BURRITO CUBANO,4729 LYNDALE AVE N,4729.0,LYNDALE,AVE,N,Minneapolis,55430.0,2019,96,el burrito cubano
311,ckKB8UY5IcKZEVjM28jJWg,Lao Sze Chuan,44.9733558,-93.2272846,"304 Oak St SE, Minneapolis 55414",3.5,85,lao sze chuan,RESTAURANT,LAO SZE CHUAN,304 OAK ST SE,304.0,OAK,ST,SE,Minneapolis,55414.0,2019,96,lao sze chuan
312,fFDJDHw8Iwg9zI7AUZ4rWA,Cedar Inn,44.9271278381348,-93.246940612793,"4155 Cedar Ave S, Minneapolis 55407",4.0,53,cedar inn,RESTAURANT,CEDAR INN,4155 CEDAR AVE S,4155.0,CEDAR,AVE,S,Minneapolis,55407.0,2019,98,cedar inn
313,8NeW7r_i_TPTi_2Z5eU2QQ,Wendy's House of SOUL,44.9989005,-93.2935599,"1021 W Broadway Ave N, Minneapolis 55411",4.5,26,wendy's house of soul,RESTAURANT,WENDY'S HOUSE OF SOUL,1021 WEST BROADWAY,1021.0,WEST BROADWAY,,,Minneapolis,55411.0,2019,100,wendy's house of soul
314,TXnblgeYzyMjBjOHaO2iqw,Kadai Indian Kitchen,44.9768333435059,-93.2699584960938,"601 S Marquette Ave, Minneapolis 55402",4.0,46,kadai indian kitchen,RESTAURANT,KADAI INDIAN KITCHEN,601 MARQUETTE AVE #200,601.0,MARQUETTE,AVE,,Minneapolis,55402.0,2019,100,kadai indian kitchen
315,AkqWKcbB39v6F_4Cg1GXiQ,Cafe Patteen,44.9736252,-93.271492,"920 2nd Ave S, Minneapolis 55402",4.0,34,cafe patteen,RESTAURANT,CAFE PATTEEN,920 2ND AVE S,920.0,2ND,AVE,S,Minneapolis,55403.0,2019,96,cafe patteen
316,h3VCnSfVtjip6BSens8D8Q,Harriet's Inn,44.9302,-93.28869,"4000 Lyndale Ave S, Minneapolis 55409",3.0,151,harriet's inn,RESTAURANT,HARRIET'S INN,4000 LYNDALE AVE S,4000.0,LYNDALE,AVE,S,Minneapolis,55409.0,2019,100,harriet's inn
317,INLemkifDPw3FDZZXGD-WA,Sandcastle,44.911879,-93.243477,"4955 W Lake Nokomis Pkwy, Minneapolis 55417",3.5,82,sandcastle,RESTAURANT,SANDCASTLE,4955 WEST LAKE NOKOMIS PKWY,4955.0,WEST LAKE NOKOMIS,PKWY,,Minneapolis,55417.0,2018,96,sandcastle
318,hj9dIQp1kFbJT-XgVUp-4w,Andy's Garage,44.948688,-93.2607411,"920 E Lake St, Minneapolis 55407",3.5,50,andy's garage,RESTAURANT,ANDY'S GARAGE,920 LAKE ST E #151,920.0,LAKE,ST,E,Minneapolis,55407.0,2019,100,andy's garage
319,XQYF9z0n3CmF3TsTX_OkMw,Standish Cafe,44.93396,-93.23679,"2403 E 38th St, Minneapolis 55406",4.5,25,standish cafe,RESTAURANT,STANDISH CAFE,2403 38TH ST E,2403.0,38TH,ST,E,Minneapolis,55406.0,2019,94,standish cafe
320,Tp23oIagxvRFbpmkwrNCzA,Williams Uptown Pub & Peanut Bar,44.9495177292743,-93.2981006699753,"2911 Hennepin Ave, Minneapolis 55408",3.0,112,williams uptown pub & peanut bar,RESTAURANT,WILLIAMS UPTOWN PUB & PEANUT BAR,2911 HENNEPIN AVE,2911.0,HENNEPIN,AVE,,Minneapolis,55408.0,2019,100,williams uptown pub & peanut bar
321,ySHdlNnqlIkXSyJ9y_3uyQ,Cheese Louise,44.9248244,-93.3143021,"4279 Sheridan Ave S, Minneapolis 55410",4.5,18,cheese louise,RESTAURANT,CHEESE LOUISE,4279 SHERIDAN AVE S,4279.0,SHERIDAN,AVE,S,Minneapolis,55410.0,2019,98,cheese louise
322,-g1yKCaZmeP7qs7dlESpEw,Cheese Louise,44.9248244,-93.3143021,"4279 Sheridan Ave S, Minneapolis 55410",4.5,14,cheese louise,RESTAURANT,CHEESE LOUISE,4279 SHERIDAN AVE S,4279.0,SHERIDAN,AVE,S,Minneapolis,55410.0,2019,98,cheese louise
323,bztFhfnncnEDyBrICkWwhw,Orient Express,44.9770869699178,-93.2694872900976,"601 S Marquette Ave, Minneapolis 55402",4.5,16,orient express,RESTAURANT,ORIENT EXPRESS,601 MARQUETTE AVE #204,601.0,MARQUETTE,AVE,,Minneapolis,55402.0,2018,100,orient express
324,DQW0hP1O7N-Ch28HRyMF0Q,The Cafe Meow,44.9593458,-93.2937244,"2323 Hennepin Ave, Minneapolis 55405",3.5,40,the cafe meow,RESTAURANT,THE CAFE MEOW,2323 HENNEPIN AVE,2323.0,HENNEPIN,AVE,,Minneapolis,55405.0,2018,100,the cafe meow
325,0FrPDEbTTbESK9g6atLWNw,JJ'S Poke,44.8792857,-93.320512,"6817 York Ave S, Edina 55435",4.5,106,jj's poke,RESTAURANT,JJ'S POKE,509 14TH AVE SE,509.0,14TH,AVE,SE,Minneapolis,55414.0,2019,98,jj's poke
326,OMXiU7R3Z6dxZX1x1xWoAA,Potbelly Sandwich Shop,44.976144,-93.272497,"210 Ids Center 80 8th S, Minneapolis 55402",3.5,48,potbelly sandwich shop,RESTAURANT,POTBELLY SANDWICH SHOP,2801 HENNEPIN AVE,2801.0,HENNEPIN,AVE,,Minneapolis,55408.0,2019,94,potbelly sandwich shop
327,OFtopS3BNzO8isyMcij-kQ,One Two Three Sushi,44.9757058918476,-93.2723935693502,"80 S 8th St, Minneapolis 55402",3.0,71,one two three sushi,RESTAURANT,ONE TWO THREE SUSHI,80 8TH ST S #228,80.0,8TH,ST,S,Minneapolis,55402.0,2019,100,one two three sushi
328,OFtopS3BNzO8isyMcij-kQ,One Two Three Sushi,44.9757058918476,-93.2723935693502,"80 S 8th St, Minneapolis 55402",3.0,71,one two three sushi,RESTAURANT,ONE TWO THREE SUSHI,50 10TH ST S,50.0,10TH,ST,S,Minneapolis,55402.0,2019,96,one two three sushi
329,OFtopS3BNzO8isyMcij-kQ,One Two Three Sushi,44.9757058918476,-93.2723935693502,"80 S 8th St, Minneapolis 55402",3.0,71,one two three sushi,RESTAURANT,ONE TWO THREE SUSHI,220 6TH ST S #260,220.0,6TH,ST,S,Minneapolis,55402.0,2018,96,one two three sushi
330,eIT228xO6TLyiigdWDEUqg,Wedge Table,44.95847,-93.27837,"2412 Nicollet Ave, Minneapolis 55404",3.5,46,wedge table,GROCERY,WEDGE TABLE,2412 NICOLLET AVE,2412.0,NICOLLET,AVE,,Minneapolis,55404.0,2018,100,wedge table
331,bvs9_sJvp2eZyPkPL4Xt5w,Haiku Japanese Bistro,44.9734250860848,-93.229328020832,"620 Washington Ave SE, Minneapolis 55455",3.0,109,haiku japanese bistro,RESTAURANT,HAIKU JAPANESE BISTRO,620 WASHINGTON AVE SE,620.0,WASHINGTON,AVE,SE,Minneapolis,55414.0,2019,92,haiku japanese bistro
332,Khn0tS_qaJlQSfcvwMz_SA,Chipotle Mexican Grill,44.9736484659689,-93.275380789734,"1040 Nicollet Mall, Minneapolis 55403",3.5,49,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,3040 EXCELSIOR BLVD #104,3040.0,EXCELSIOR,BLVD,,Minneapolis,55416.0,2019,100,chipotle mexican grill
333,Khn0tS_qaJlQSfcvwMz_SA,Chipotle Mexican Grill,44.9736484659689,-93.275380789734,"1040 Nicollet Mall, Minneapolis 55403",3.5,49,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,229 CEDAR AVE S,229.0,CEDAR,AVE,S,Minneapolis,55454.0,2019,100,chipotle mexican grill
334,Khn0tS_qaJlQSfcvwMz_SA,Chipotle Mexican Grill,44.9736484659689,-93.275380789734,"1040 Nicollet Mall, Minneapolis 55403",3.5,49,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,1040 NICOLLET MALL,1040.0,NICOLLET MALL,,,Minneapolis,55403.0,2019,100,chipotle mexican grill
335,Khn0tS_qaJlQSfcvwMz_SA,Chipotle Mexican Grill,44.9736484659689,-93.275380789734,"1040 Nicollet Mall, Minneapolis 55403",3.5,49,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,2600 HENNEPIN AVE,2600.0,HENNEPIN,AVE,,Minneapolis,55408.0,2019,100,chipotle mexican grill
336,Khn0tS_qaJlQSfcvwMz_SA,Chipotle Mexican Grill,44.9736484659689,-93.275380789734,"1040 Nicollet Mall, Minneapolis 55403",3.5,49,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,225 HENNEPIN AVE E,225.0,HENNEPIN,AVE,E,Minneapolis,55413.0,2019,100,chipotle mexican grill
337,wAUHh8WI9oi0nFrgMQX6aA,Chipotle Mexican Grill,44.955355,-93.297218,"2600 Hennepin Ave, Minneapolis 55408",2.5,91,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,3040 EXCELSIOR BLVD #104,3040.0,EXCELSIOR,BLVD,,Minneapolis,55416.0,2019,100,chipotle mexican grill
338,wAUHh8WI9oi0nFrgMQX6aA,Chipotle Mexican Grill,44.955355,-93.297218,"2600 Hennepin Ave, Minneapolis 55408",2.5,91,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,229 CEDAR AVE S,229.0,CEDAR,AVE,S,Minneapolis,55454.0,2019,100,chipotle mexican grill
339,wAUHh8WI9oi0nFrgMQX6aA,Chipotle Mexican Grill,44.955355,-93.297218,"2600 Hennepin Ave, Minneapolis 55408",2.5,91,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,1040 NICOLLET MALL,1040.0,NICOLLET MALL,,,Minneapolis,55403.0,2019,100,chipotle mexican grill
340,wAUHh8WI9oi0nFrgMQX6aA,Chipotle Mexican Grill,44.955355,-93.297218,"2600 Hennepin Ave, Minneapolis 55408",2.5,91,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,2600 HENNEPIN AVE,2600.0,HENNEPIN,AVE,,Minneapolis,55408.0,2019,100,chipotle mexican grill
341,wAUHh8WI9oi0nFrgMQX6aA,Chipotle Mexican Grill,44.955355,-93.297218,"2600 Hennepin Ave, Minneapolis 55408",2.5,91,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,225 HENNEPIN AVE E,225.0,HENNEPIN,AVE,E,Minneapolis,55413.0,2019,100,chipotle mexican grill
342,VmDxc1mOpLf1wbR0JOd0_g,Chipotle Mexican Grill,44.9734288211314,-93.2269562338527,"800 Washington Ave SE, Minneapolis 55414",3.0,40,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,3040 EXCELSIOR BLVD #104,3040.0,EXCELSIOR,BLVD,,Minneapolis,55416.0,2019,100,chipotle mexican grill
343,VmDxc1mOpLf1wbR0JOd0_g,Chipotle Mexican Grill,44.9734288211314,-93.2269562338527,"800 Washington Ave SE, Minneapolis 55414",3.0,40,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,229 CEDAR AVE S,229.0,CEDAR,AVE,S,Minneapolis,55454.0,2019,100,chipotle mexican grill
344,VmDxc1mOpLf1wbR0JOd0_g,Chipotle Mexican Grill,44.9734288211314,-93.2269562338527,"800 Washington Ave SE, Minneapolis 55414",3.0,40,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,1040 NICOLLET MALL,1040.0,NICOLLET MALL,,,Minneapolis,55403.0,2019,100,chipotle mexican grill
345,VmDxc1mOpLf1wbR0JOd0_g,Chipotle Mexican Grill,44.9734288211314,-93.2269562338527,"800 Washington Ave SE, Minneapolis 55414",3.0,40,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,2600 HENNEPIN AVE,2600.0,HENNEPIN,AVE,,Minneapolis,55408.0,2019,100,chipotle mexican grill
346,VmDxc1mOpLf1wbR0JOd0_g,Chipotle Mexican Grill,44.9734288211314,-93.2269562338527,"800 Washington Ave SE, Minneapolis 55414",3.0,40,chipotle mexican grill,RESTAURANT,CHIPOTLE MEXICAN GRILL,225 HENNEPIN AVE E,225.0,HENNEPIN,AVE,E,Minneapolis,55413.0,2019,100,chipotle mexican grill
347,MY6cgdcuYVgegivXPyWiVQ,Uptown Tavern & Rooftop,44.94941,-93.29739,"1400 Lagoon Ave, Minneapolis 55408",2.5,257,uptown tavern & rooftop,RESTAURANT,UPTOWN TAVERN & ROOFTOP,1400 LAGOON AVE,1400.0,LAGOON,AVE,,Minneapolis,55408.0,2019,96,uptown tavern & rooftop
348,hDRbeM-qZZwMVOCPyzUn9Q,The Office Pub & Grill,44.9845585984813,-93.273138682413,"307 Washington Ave N, Minneapolis 55401",4.0,30,the office pub & grill,RESTAURANT,THE OFFICE PUB & GRILL,307 WASHINGTON AVE N,307.0,WASHINGTON,AVE,N,Minneapolis,55401.0,2019,98,the office pub & grill
349,hPOU6JQoAIYU5Jl4l8sGYw,Hamdi Restaurant,44.94862,-93.2619,"818 E Lake St, Minneapolis 55407",4.0,18,hamdi restaurant,RESTAURANT,HAMDI RESTAURANT,818 LAKE ST E,818.0,LAKE,ST,E,Minneapolis,55407.0,2019,100,hamdi restaurant
350,VP7_OqfXyyA07M4UJXsuDw,Davanni's Pizza & Hot Hoagies,44.974805,-93.281171,"1242 Hennepin Ave, Minneapolis 55403",3.5,49,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,2500 RIVERSIDE AVE,2500.0,RIVERSIDE,AVE,,Minneapolis,55454.0,2019,94,davanni's pizza & hot hoagies
351,VP7_OqfXyyA07M4UJXsuDw,Davanni's Pizza & Hot Hoagies,44.974805,-93.281171,"1242 Hennepin Ave, Minneapolis 55403",3.5,49,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,1242 HENNEPIN AVE,1242.0,HENNEPIN,AVE,,Minneapolis,55403.0,2019,96,davanni's pizza & hot hoagies
352,hgzlu84sN-VOKfKJeM3fXQ,Davanni's Pizza & Hot Hoagies,44.9655876159668,-93.2358856201172,"2500 Riverside Ave, Minneapolis 55454",3.5,31,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,2500 RIVERSIDE AVE,2500.0,RIVERSIDE,AVE,,Minneapolis,55454.0,2019,94,davanni's pizza & hot hoagies
353,hgzlu84sN-VOKfKJeM3fXQ,Davanni's Pizza & Hot Hoagies,44.9655876159668,-93.2358856201172,"2500 Riverside Ave, Minneapolis 55454",3.5,31,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,1242 HENNEPIN AVE,1242.0,HENNEPIN,AVE,,Minneapolis,55403.0,2019,96,davanni's pizza & hot hoagies
354,jEW3uIhh8xP5IH6DPLKEvg,Davanni's Pizza & Hot Hoagies,44.911956339858,-93.353314886647,"5124 Gus Young Ln, Minneapolis 55436",3.5,23,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,2500 RIVERSIDE AVE,2500.0,RIVERSIDE,AVE,,Minneapolis,55454.0,2019,94,davanni's pizza & hot hoagies
355,jEW3uIhh8xP5IH6DPLKEvg,Davanni's Pizza & Hot Hoagies,44.911956339858,-93.353314886647,"5124 Gus Young Ln, Minneapolis 55436",3.5,23,davanni's pizza & hot hoagies,RESTAURANT,DAVANNI'S PIZZA & HOT HOAGIES,1242 HENNEPIN AVE,1242.0,HENNEPIN,AVE,,Minneapolis,55403.0,2019,96,davanni's pizza & hot hoagies
356,I4mAWCZV5iNL1Rk9fuK9Rg,The Pourhouse,44.9795303,-93.2717285,"10 South 5th St, Minneapolis 55402",3.0,111,the pourhouse,RESTAURANT,THE POURHOUSE,2923 GIRARD AVE S,2923.0,GIRARD,AVE,S,Minneapolis,55408.0,2018,100,the pourhouse
357,sZQpvBGrIPBM-_eWRVsHRg,Seward Community Co-op,44.9339485168457,-93.2718124389648,"317 E 38th St, Minneapolis 55409",4.0,26,seward community co-op,RESTAURANT,SEWARD COMMUNITY CO-OP,317 38TH ST E,317.0,38TH,ST,E,Minneapolis,,2018,100,seward community co-op
358,CeUsGqy_TNWB2gDdwD-zTw,Hibachi Daruma,44.97474,-93.27266,"820 Marquette Ave, Minneapolis 55402",3.5,34,hibachi daruma,RESTAURANT,HIBACHI DARUMA,820 MARQUETTE AVE,820.0,MARQUETTE,AVE,,Minneapolis,55402.0,2019,96,hibachi daruma
359,nJtp85Y7Lfob9gQsvnE2fg,Pineda Tacos Plus,44.948541,-93.270848,"330 E Lake St, Minneapolis 55408",4.5,16,pineda tacos plus,RESTAURANT,PINEDA TACOS PLUS,330 LAKE ST E,330.0,LAKE,ST,E,Minneapolis,55408.0,2018,98,pineda tacos plus
360,dc5ePhv-hObvrYG9cSQg4Q,Grass Roots Gourmet,44.9484849,-93.2610135,"920 E Lake St, Minneapolis 55407",5.0,9,grass roots gourmet,RESTAURANT,GRASS ROOTS GOURMET,920 LAKE ST E #130,920.0,LAKE,ST,E,Minneapolis,55407.0,2019,100,grass roots gourmet
361,F-c1EaX_VyChQxr4jl-csw,China Kitchen,44.97927,-93.26701,"330 2nd Ave S, Minneapolis 55401",4.0,19,china kitchen,RESTAURANT,CHINA KITCHEN,330 2ND AVE S #230,330.0,2ND,AVE,S,Minneapolis,55401.0,2019,98,china kitchen
362,BQvpnYJOnaKpBzDvGV_DVA,Patrick's Bakery & Cafe,44.89408,-93.29018,"6010 Lyndale Ave S, Minneapolis 55419",3.5,35,patrick's bakery & cafe,RESTAURANT,PATRICK'S BAKERY & CAFE,6010 LYNDALE AVE S,6010.0,LYNDALE,AVE,S,Minneapolis,55419.0,2019,98,patrick's bakery & cafe
363,yTNw2ZdXTs3_qxdXiKafow,Bread & Pickle,44.927969113415,-93.308315735701,"4135 W Lake Harriet Pkwy, Minneapolis 55419",3.0,93,bread & pickle,RESTAURANT,BREAD & PICKLE,4135 WEST LAKE HARRIET PKWY,4135.0,WEST LAKE HARRIET,PKWY,,Minneapolis,55409.0,2018,100,bread & pickle
364,UKSE4Axlcs1labHPkpWWvA,Cargo Food Authority,44.9796917826255,-93.2753775238037,"600 N 1st Ave, Minneapolis 55403",4.0,21,cargo food authority,RESTAURANT,CARGO FOOD AUTHORITY,600 1ST AVE N,600.0,1ST,AVE,N,Minneapolis,55403.0,2019,98,cargo food authority
365,FSoCl9nWKQ3azx-LPsZPTQ,China Express,44.980916,-93.23579,"409 14th Ave SE, Minneapolis 55414",3.5,34,china express,RESTAURANT,CHINA EXPRESS,409 14TH AVE SE,409.0,14TH,AVE,SE,Minneapolis,55414.0,2018,100,china express
366,2k6qCM--anK0eV3CrkaiRw,China Wok,44.9517822265625,-93.2333679199219,"2800 27th Ave S, Minneapolis 55406",3.5,64,china wok,RESTAURANT,CHINA WOK,2800 27TH AVE S,2800.0,27TH,AVE,S,Minneapolis,55406.0,2020,92,china wok
367,QYuSdP4zVTzoccC4cKsHsw,Jackson's Hole,44.98236,-93.2715,"106 N 3rd St, Minneapolis 55401",3.5,53,jackson's hole,RESTAURANT,JACKSON'S HOLE,106 3RD ST N,106.0,3RD,ST,N,Minneapolis,55401.0,2019,98,jackson's hole
368,rJfXqWLD-2wPC6RQKMAEgg,Good To Go,44.9770289737089,-93.2680177871719,"200 S 6th St, Minneapolis 55402",3.5,45,good to go,RESTAURANT,GOOD TO GO,800 LASALLE AVE #214,800.0,LASALLE,AVE,,Minneapolis,55402.0,2019,96,good to go
369,e1jCTJNQbzjeHW_VEc7g2Q,Igrill,44.97858,-93.2664,"331 2nd Ave S, Minneapolis 55401",3.5,33,igrill,RESTAURANT,IGRILL,331 2ND AVE S #206,331.0,2ND,AVE,S,Minneapolis,55401.0,2020,96,igrill
370,e1jCTJNQbzjeHW_VEc7g2Q,Igrill,44.97858,-93.2664,"331 2nd Ave S, Minneapolis 55401",3.5,33,igrill,RESTAURANT,IGRILL,2910 PILLSBURY AVE #409,2910.0,PILLSBURY,AVE,,Minneapolis,55408.0,2019,94,igrill
371,VLwEsESOvmZOF-skyEShSw,Conga Latin Bistro,44.989379177862,-93.253701475019,"501 Hennepin Ave E, Minneapolis 55414",3.0,79,conga latin bistro,RESTAURANT,CONGA LATIN BISTRO,501 HENNEPIN AVE E,501.0,HENNEPIN,AVE,E,Minneapolis,55414.0,2019,100,conga latin bistro
372,exgE0xBKDQNDUtGju7Hhig,Bryn Mawr Pizza & Deli,44.97377,-93.3087,"404 Cedar Lake Rd S, Minneapolis 55405",3.5,34,bryn mawr pizza & deli,RESTAURANT,BRYN MAWR PIZZA & DELI,404 CEDAR LAKE RD S,404.0,CEDAR LAKE,RD,S,Minneapolis,55405.0,2019,98,bryn mawr pizza & deli
373,irTAxcYgg8eVCahiV6VjEA,C McGee's Deli,44.9888466,-93.2811082,"901 N 3rd St, Minneapolis 55401",4.0,22,c mcgee's deli,RESTAURANT,C MCGEE'S DELI,901 3RD ST N #123,901.0,3RD,ST,N,Minneapolis,55401.0,2019,98,c mcgee's deli
374,uTJrWX3NoFK9OgfFzl_Pkg,Panera Bread,44.9754692,-93.2732066,"809 Nicollet Mall, Minneapolis 55402",3.0,68,panera bread,RESTAURANT,PANERA BREAD,810 27TH ST E,810.0,27TH,ST,E,Minneapolis,55407.0,2019,100,panera bread
375,pXNxN_jpbCcoUtAA--tyZQ,Fast Eddies Pizza,44.9165136995059,-93.2776775211096,"4747 Nicollet Ave, Minneapolis 55419",4.0,25,fast eddies pizza,RESTAURANT,FAST EDDIES PIZZA,4747 NICOLLET AVE,4747.0,NICOLLET,AVE,,Minneapolis,55419.0,2019,94,fast eddies pizza
376,dpAKPuEONVTHcsyIZX04Gw,Sphere,44.97834,-93.26862,"100 S 5th St, Minneapolis 55402",4.5,15,sphere,RESTAURANT,SPHERE,100 5TH ST S,100.0,5TH,ST,S,Minneapolis,55402.0,2019,100,sphere
